rno,level,lose,name,point,profileIconId,tier,win,summonerName
3001,82,61,NULL,17,3867,MASTER,82,BaeMe1
3002,473,980,NULL,16,2076,MASTER,989,병짱구리
3003,137,779,NULL,16,4629,MASTER,869,평범한숟가락
3004,174,766,NULL,16,4815,MASTER,826,원딜로마스터찍음
3005,118,606,NULL,16,3797,MASTER,693,sleepjoker
3006,501,687,NULL,16,1384,MASTER,684,사랑은뜨겁게
3007,133,561,NULL,16,3041,MASTER,634,T1Sinner
3008,407,429,NULL,16,4838,MASTER,502,고별
3009,214,462,NULL,16,4803,MASTER,467,중꾹인
3010,91,317,NULL,16,4787,MASTER,398,빵테온의창
3011,323,370,NULL,16,4209,MASTER,391,GoDo
3012,333,350,NULL,16,3180,MASTER,382,carrotcake
3013,137,250,NULL,16,4653,MASTER,299,망나니나침반
3014,82,235,NULL,16,1382,MASTER,253,KangyaBeiguoBa
3015,288,238,NULL,16,4804,MASTER,253,이남규
3016,279,158,NULL,16,1382,MASTER,241,브라자끄네끼툭
3017,263,184,NULL,16,4829,MASTER,215,질리엌
3018,414,162,NULL,16,4834,MASTER,212,맨날죽는누누
3019,130,206,NULL,16,4832,MASTER,184,율천댕
3020,72,124,NULL,16,4834,MASTER,182,La2per
3021,160,93,NULL,16,4588,MASTER,171,넓을호물가수
3022,88,126,NULL,16,4832,MASTER,161,puss1
3023,375,141,NULL,16,3798,MASTER,155,AfreecaSangho
3024,47,88,NULL,16,7,MASTER,147,xingerandwolf
3025,236,89,NULL,16,7,MASTER,109,GroupieLove
3026,606,1510,NULL,15,4832,MASTER,1518,Menhoziroshipmen
3027,513,1128,NULL,15,4834,MASTER,1151,Dante01
3028,313,818,NULL,15,4576,MASTER,867,BrokeVoice
3029,541,831,NULL,15,3180,MASTER,853,간디도롤하면폭력
3030,129,632,NULL,15,4815,MASTER,719,유미장인친추좀
3031,317,661,NULL,15,4027,MASTER,678,나한테만
3032,240,402,NULL,15,980,MASTER,435,겨드랑왕자
3033,336,373,NULL,15,4815,MASTER,418,신정고김우빈
3034,86,357,NULL,15,4706,MASTER,414,더잘할께요
3035,169,403,NULL,15,4616,MASTER,414,미니기미니
3036,89,400,NULL,15,4849,MASTER,409,김선호1
3037,286,348,NULL,15,4088,MASTER,400,홍광남
3038,166,273,NULL,15,4763,MASTER,314,Eludah
3039,179,237,NULL,15,4626,MASTER,308,KE4
3040,111,192,NULL,15,4491,MASTER,276,누군가의소중한
3041,166,244,NULL,15,4832,MASTER,263,꿀탱탱저격수
3042,446,258,NULL,15,4559,MASTER,253,미토
3043,81,173,NULL,15,7,MASTER,242,imveryhappy
3044,138,198,NULL,15,7,MASTER,225,세계최강명호서풋
3045,223,199,NULL,15,4832,MASTER,217,고개를들어
3046,178,163,NULL,15,3199,MASTER,216,밍햇살
3047,217,184,NULL,15,4779,MASTER,208,이쁘소
3048,57,119,NULL,15,4763,MASTER,185,THISisADGAP
3049,79,154,NULL,15,4795,MASTER,183,좀귀엽네
3050,60,141,NULL,15,935,MASTER,178,블루레드주인
3051,46,74,NULL,15,4786,MASTER,150,xsxsdxdxd1
3052,42,58,NULL,15,7,MASTER,110,farfromover
3053,97,66,NULL,15,3014,MASTER,90,LeonaMaestro
3054,411,1352,NULL,14,538,MASTER,1335,wildlion
3055,124,668,NULL,14,4661,MASTER,733,Renminfachui
3056,160,687,NULL,14,26,MASTER,731,띠프트
3057,314,642,NULL,14,4833,MASTER,653,흑화세이버
3058,168,537,NULL,14,839,MASTER,579,asdzxcqwfghj
3059,289,493,NULL,14,4496,MASTER,545,kitsune1
3060,133,443,NULL,14,4572,MASTER,514,3est16
3061,110,431,NULL,14,4764,MASTER,512,미드GAP딱대
3062,262,480,NULL,14,3456,MASTER,492,순진하지
3063,223,421,NULL,14,983,MASTER,458,MuakJohnson
3064,135,423,NULL,14,4637,MASTER,436,PopVirus
3065,193,331,NULL,14,4757,MASTER,343,Now뀨
3066,87,262,NULL,14,4777,MASTER,339,PigBoy777
3067,71,263,NULL,14,4780,MASTER,334,hanhanzhuOvO
3068,72,238,NULL,14,4832,MASTER,318,뭐가그렇게무서워
3069,287,237,NULL,14,4660,MASTER,314,그립던우리의밤
3070,91,206,NULL,14,15,MASTER,313,삐약이살인마
3071,595,303,NULL,14,4779,MASTER,311,에이스동생
3072,71,204,NULL,14,4405,MASTER,268,신개미
3073,66,193,NULL,14,3785,MASTER,262,Xiangling1
3074,117,239,NULL,14,4026,MASTER,254,뚱징어링
3075,73,157,NULL,14,4838,MASTER,221,강한펭귄
3076,210,170,NULL,14,904,MASTER,191,Kutz
3077,238,123,NULL,14,4822,MASTER,189,심곡초매콤주먹
3078,52,100,NULL,14,29,MASTER,169,gtqeti364
3079,155,148,NULL,14,1301,MASTER,169,바둥은죽었다
3080,147,147,NULL,14,4655,MASTER,168,쇼탐
3081,74,110,NULL,14,3545,MASTER,165,개못하니깐
3082,54,81,NULL,14,4834,MASTER,164,눈감으면훨씬더잘보인다구
3083,258,49,NULL,14,4832,MASTER,78,훈몽이
3084,63,42,NULL,14,984,MASTER,75,Calimport
3085,433,37,NULL,14,4815,MASTER,60,LLStylish
3086,235,34,NULL,14,4559,MASTER,57,빛플
3087,120,24,NULL,14,3804,MASTER,50,빤쓰
3088,319,1198,NULL,13,3160,MASTER,1179,yifuzhiming
3089,366,1102,NULL,13,4706,MASTER,1152,끌로비
3090,316,954,NULL,13,596,MASTER,958,지조있게
3091,264,900,NULL,13,4784,MASTER,915,변화가
3092,439,865,NULL,13,4653,MASTER,865,비니누나사랑해
3093,173,739,NULL,13,4761,MASTER,776,사미라만벤할께요
3094,117,564,NULL,13,4661,MASTER,614,haoyunlai
3095,468,611,NULL,13,3523,MASTER,598,고인영
3096,217,486,NULL,13,4654,MASTER,524,KeonmuZi
3097,241,479,NULL,13,4764,MASTER,509,새우깡끼룩
3098,337,505,NULL,13,4025,MASTER,503,수련지옥
3099,305,452,NULL,13,4832,MASTER,497,ADdistanceHSM
3100,246,377,NULL,13,4815,MASTER,416,숟가락도구
3101,118,389,NULL,13,4794,MASTER,412,너와의아침은
3102,70,291,NULL,13,3891,MASTER,378,NOK3
3103,240,314,NULL,13,581,MASTER,348,앙유민
3104,93,269,NULL,13,4832,MASTER,341,HuyaDKaa
3105,330,325,NULL,13,4022,MASTER,341,째마
3106,183,301,NULL,13,528,MASTER,334,AeH
3107,159,308,NULL,13,4498,MASTER,327,와앙십리
3108,208,305,NULL,13,4562,MASTER,321,바르게살기로했다
3109,71,227,NULL,13,7,MASTER,296,최함몰
3110,62,191,NULL,13,4574,MASTER,275,shenxian
3111,92,204,NULL,13,4568,MASTER,269,마약사준호
3112,64,199,NULL,13,4832,MASTER,262,zhendeaini
3113,64,151,NULL,13,29,MASTER,232,도하은
3114,74,155,NULL,13,4815,MASTER,227,개도라이새끼
3115,97,173,NULL,13,4558,MASTER,221,김재윤fan
3116,57,130,NULL,13,2076,MASTER,200,인포우
3117,311,166,NULL,13,588,MASTER,181,Sinci
3118,169,139,NULL,13,1590,MASTER,174,Kamuse
3119,129,147,NULL,13,4568,MASTER,168,sp1it
3120,58,83,NULL,13,29,MASTER,144,평타싸개나와드싸개랑듀오안함
3121,271,93,NULL,13,4661,MASTER,118,KarunaOwO
3122,100,60,NULL,13,4779,MASTER,97,일로와서돈이되
3123,287,804,NULL,12,4831,MASTER,816,쉴드도구혐오자
3124,297,655,NULL,12,1151,MASTER,688,센스신
3125,272,678,NULL,12,4780,MASTER,684,허핑핑
3126,162,623,NULL,12,4069,MASTER,635,sweetpig
3127,304,477,NULL,12,1670,MASTER,580,안공대표존잘은석
3128,144,494,NULL,12,1387,MASTER,543,나의고저씨
3129,97,465,NULL,12,4832,MASTER,541,Donitgankme
3130,400,485,NULL,12,3161,MASTER,493,네스타
3131,297,427,NULL,12,3788,MASTER,474,윱이
3132,90,300,NULL,12,4780,MASTER,373,AFTV째로
3133,101,240,NULL,12,4535,MASTER,342,Kaihuade
3134,292,269,NULL,12,4483,MASTER,331,Schaden
3135,231,296,NULL,12,4548,MASTER,318,왕자야
3136,77,258,NULL,12,4495,MASTER,314,시러
3137,194,294,NULL,12,8,MASTER,300,KhanRnf
3138,135,245,NULL,12,4495,MASTER,287,널잊을수없어
3139,182,224,NULL,12,4763,MASTER,257,Sleepwalker
3140,131,222,NULL,12,1437,MASTER,237,asdfqwerzxcv99
3141,419,216,NULL,12,4815,MASTER,232,원딩러
3142,60,161,NULL,12,7,MASTER,228,zhaoAP4506303
3143,65,153,NULL,12,4561,MASTER,220,쥬레곤
3144,222,234,NULL,12,687,MASTER,215,모모
3145,589,178,NULL,12,4451,MASTER,198,PERFUM2
3146,53,103,NULL,12,29,MASTER,172,zzzzzzzzzzz1
3147,355,99,NULL,12,1427,MASTER,169,래디언트
3148,65,72,NULL,12,4691,MASTER,120,익일룡
3149,118,37,NULL,12,4691,MASTER,108,61407991
3150,45,41,NULL,12,1114,MASTER,101,챌서스
3151,186,88,NULL,12,4200,MASTER,101,서누에몽
3152,123,61,NULL,12,3377,MASTER,99,버모4용만든사람
3153,160,80,NULL,12,3868,MASTER,97,킥킥z
3154,331,1045,NULL,11,4557,MASTER,1061,Eureka
3155,327,1019,NULL,11,4026,MASTER,1014,Thangssle
3156,441,908,NULL,11,4659,MASTER,985,김민우노예1호
3157,167,767,NULL,11,4832,MASTER,845,Yukinee
3158,139,710,NULL,11,4780,MASTER,804,창세기12장3절
3159,446,685,NULL,11,4832,MASTER,689,지수fan1
3160,293,642,NULL,11,4641,MASTER,653,임반이
3161,321,512,NULL,11,3150,MASTER,611,프리코네페그오
3162,434,470,NULL,11,4657,MASTER,521,시비걸면누누함
3163,198,510,NULL,11,4832,MASTER,516,Vanxi
3164,136,445,NULL,11,3495,MASTER,509,rqk
3165,1,412,NULL,11,29,MASTER,496,SuneikuPeak
3166,198,430,NULL,11,4246,MASTER,491,트리플A형
3167,174,454,NULL,11,4668,MASTER,464,LMGY
3168,90,340,NULL,11,29,MASTER,404,20020316
3169,251,274,NULL,11,55,MASTER,374,사탕꾸러미
3170,358,244,NULL,11,3791,MASTER,341,시큼가득송노
3171,82,255,NULL,11,4764,MASTER,333,미드잘하는정글러
3172,119,308,NULL,11,1666,MASTER,323,승모근말파이트
3173,71,250,NULL,11,4781,MASTER,313,StriveLeave
3174,326,268,NULL,11,4763,MASTER,309,1Z345
3175,369,229,NULL,11,4833,MASTER,271,원딜들은아가야
3176,245,186,NULL,11,4815,MASTER,264,루니는골을누니
3177,182,209,NULL,11,3839,MASTER,253,카나비놀
3178,279,233,NULL,11,548,MASTER,251,이석회
3179,133,202,NULL,11,4636,MASTER,244,티모하기싫다
3180,308,230,NULL,11,3507,MASTER,244,김진세
3181,229,230,NULL,11,3795,MASTER,238,로밍가는쓰레쉬
3182,298,216,NULL,11,4568,MASTER,231,jasmine
3183,89,165,NULL,11,4,MASTER,222,담원캐니연
3184,53,132,NULL,11,23,MASTER,206,짐승왕보노보모
3185,194,181,NULL,11,4815,MASTER,186,멀해도지는사람
3186,105,133,NULL,11,4815,MASTER,171,원딜제가할께요
3187,200,151,NULL,11,3022,MASTER,165,세이미ToT
3188,48,89,NULL,11,3545,MASTER,152,만두QQ
3189,155,119,NULL,11,4363,MASTER,149,동물새끼
3190,60,77,NULL,11,4777,MASTER,148,Birdring
3191,222,80,NULL,11,16,MASTER,140,주겨놔그냥
3192,114,119,NULL,11,1135,MASTER,133,중앙젤리
3193,242,88,NULL,11,3458,MASTER,130,민트초코해장국
3194,131,38,NULL,11,4833,MASTER,127,qiuxtydowyegjhrt
3195,54,22,NULL,11,3839,MASTER,118,dgfonkdip
3196,313,111,NULL,11,4022,MASTER,118,파오오후
3197,45,19,NULL,11,1152,MASTER,105,5orry
3198,99,72,NULL,11,4248,MASTER,105,Mooooohe
3199,189,94,NULL,11,4027,MASTER,101,margana
3200,142,63,NULL,11,16,MASTER,97,인내의결정체1
3201,72,62,NULL,11,3521,MASTER,83,세체탐
3202,113,37,NULL,11,4404,MASTER,55,Sagarmatha
3203,162,30,NULL,11,3495,MASTER,39,센야
3204,494,902,NULL,10,4757,MASTER,927,프로게이머가꿈임
3205,185,900,NULL,10,3018,MASTER,908,영정다이아
3206,184,706,NULL,10,4832,MASTER,710,Egowoe
3207,282,652,NULL,10,4017,MASTER,687,Argon
3208,204,621,NULL,10,23,MASTER,639,DWG암Canyon
3209,129,575,NULL,10,4074,MASTER,595,loveIrelia
3210,115,542,NULL,10,4279,MASTER,587,정점파이크zzz
3211,174,496,NULL,10,4636,MASTER,499,규용띠용
3212,340,421,NULL,10,4416,MASTER,402,아무말없이게임
3213,488,328,NULL,10,4655,MASTER,342,지혜와꼬꼬마
3214,75,265,NULL,10,4450,MASTER,341,TOPMAlN
3215,120,198,NULL,10,4555,MASTER,259,LeCosmos
3216,133,151,NULL,10,3584,MASTER,256,공감해줘쓰니야
3217,246,171,NULL,10,4832,MASTER,235,개무리스타
3218,84,163,NULL,10,3868,MASTER,224,AFTaeSan
3219,212,190,NULL,10,4362,MASTER,211,모르가나만판다
3220,274,198,NULL,10,4763,MASTER,190,몽대지
3221,88,100,NULL,10,3787,MASTER,171,망걍파
3222,58,83,NULL,10,3540,MASTER,161,사닝
3223,63,109,NULL,10,4815,MASTER,161,을유빈갑미연
3224,167,107,NULL,10,4432,MASTER,160,강키코모리
3225,198,123,NULL,10,4550,MASTER,158,Eggy
3226,179,133,NULL,10,7,MASTER,152,경휘
3227,82,39,NULL,10,3840,MASTER,114,Rilli
3228,129,95,NULL,10,3875,MASTER,108,김승준전역못함
3229,55,41,NULL,10,4690,MASTER,102,Johanex
3230,124,62,NULL,10,4571,MASTER,79,직스점믿어줘
3231,294,22,NULL,10,4150,MASTER,45,Tooda
3232,178,904,NULL,9,4691,MASTER,903,YourYesterday
3233,338,662,NULL,9,4638,MASTER,664,Ojak
3234,360,494,NULL,9,7,MASTER,513,겨울초
3235,249,485,NULL,9,18,MASTER,499,홍코노1
3236,287,463,NULL,9,4660,MASTER,477,Ddushiman
3237,326,360,NULL,9,4025,MASTER,392,SometimeIFeel
3238,115,359,NULL,9,4555,MASTER,367,우유괴물
3239,345,329,NULL,9,3369,MASTER,356,리셉
3240,63,211,NULL,9,19,MASTER,288,wfwCho
3241,163,267,NULL,9,4249,MASTER,285,고단비
3242,122,175,NULL,9,5,MASTER,262,LikecvMax
3243,70,146,NULL,9,23,MASTER,217,루미아틴젤
3244,121,180,NULL,9,4660,MASTER,211,bluee
3245,586,154,NULL,9,588,MASTER,206,갱오면트월킹잘춤
3246,320,181,NULL,9,1114,MASTER,201,기분이유리유리
3247,76,113,NULL,9,4779,MASTER,189,나좀이겨줘
3248,60,84,NULL,9,4691,MASTER,164,데스윙칩
3249,206,146,NULL,9,4027,MASTER,160,저탄수화물고지방
3250,92,93,NULL,9,4777,MASTER,108,Malr4ng
3251,116,64,NULL,9,4779,MASTER,93,드롭박스
3252,454,880,NULL,8,4828,MASTER,883,매사에긍정
3253,309,723,NULL,8,3456,MASTER,757,왕춘식
3254,242,400,NULL,8,4553,MASTER,406,sadzvdsf
3255,292,356,NULL,8,4419,MASTER,381,김김진진효효
3256,335,272,NULL,8,4779,MASTER,290,나혼자만솔랭업
3257,83,169,NULL,8,4496,MASTER,251,Limitedtime
3258,57,99,NULL,8,4666,MASTER,178,nmqbwrwbn
3259,52,92,NULL,8,12,MASTER,167,Lindsey3
3260,243,123,NULL,8,4745,MASTER,157,안녕하세여히
3261,48,51,NULL,8,29,MASTER,119,Kamui2e
3262,88,78,NULL,8,7,MASTER,109,디에이드fan
3263,117,47,NULL,8,4832,MASTER,72,미드라이너정우
3264,473,31,NULL,8,3838,MASTER,61,끄눙
3265,139,387,NULL,7,4691,MASTER,405,MizuharaChizuru
3266,78,307,NULL,7,4667,MASTER,361,이브이2
3267,312,204,NULL,7,4022,MASTER,241,재능이사라진나이
3268,213,174,NULL,7,4426,MASTER,196,항상잘하려해
3269,92,135,NULL,7,3859,MASTER,188,아프리카tv목다빈
3270,53,76,NULL,7,4540,MASTER,148,xiaoziyue
3271,217,23,NULL,7,1670,MASTER,34,YOUSONOJAM
3272,231,954,NULL,6,4074,MASTER,994,IllllIIIllIlIll
3273,197,506,NULL,6,4780,MASTER,539,PPLOVE3
3274,321,380,NULL,6,4705,MASTER,384,GenGBingo
3275,295,357,NULL,6,4763,MASTER,374,부정탄계정
3276,390,314,NULL,6,4661,MASTER,308,Sayme
3277,66,212,NULL,6,4832,MASTER,270,weiyuchoumou
3278,365,250,NULL,6,23,MASTER,268,R4di
3279,248,246,NULL,6,532,MASTER,264,최건전1
3280,174,153,NULL,6,4535,MASTER,164,zodls
3281,220,90,NULL,6,4784,MASTER,133,만보야밥먹자
3282,67,106,NULL,6,4482,MASTER,129,부케잭스
3283,583,823,NULL,5,3493,MASTER,866,지구본
3284,383,687,NULL,5,4707,MASTER,712,담원의롤드컵우승
3285,310,522,NULL,5,4427,MASTER,522,HolicJayce
3286,202,381,NULL,5,984,MASTER,384,연초보
3287,156,278,NULL,5,543,MASTER,320,세계최강르블랑
3288,213,254,NULL,5,3788,MASTER,275,Neth3rworld
3289,64,218,NULL,5,4660,MASTER,264,nextadneedjg
3290,131,93,NULL,5,20,MASTER,250,쌀밥위에삼겹살
3291,166,191,NULL,5,3864,MASTER,208,평범플레이어
3292,115,125,NULL,5,4832,MASTER,180,백할
3293,111,115,NULL,5,4777,MASTER,137,나는우월하다
3294,163,76,NULL,5,4764,MASTER,93,원딜버러지새끼야
3295,307,919,NULL,4,4815,MASTER,921,M1thras
3296,318,854,NULL,4,4568,MASTER,877,귀여운티모서폿
3297,431,433,NULL,4,4068,MASTER,488,BANGGUK
3298,246,404,NULL,4,4832,MASTER,442,포기안해
3299,368,410,NULL,4,4777,MASTER,428,비가오고나면
3300,272,386,NULL,4,4561,MASTER,387,PolyPuff
3301,188,331,NULL,4,4656,MASTER,349,kxxxxxx
3302,72,204,NULL,4,4765,MASTER,269,Mercylove
3303,196,209,NULL,4,4284,MASTER,238,왕창부셔다부셔
3304,85,186,NULL,4,4815,MASTER,211,Timeisthecoin
3305,105,163,NULL,4,4246,MASTER,196,더나은곳으로
3306,272,97,NULL,4,4815,MASTER,122,다딱이무빙전문가
3307,62,73,NULL,4,4663,MASTER,112,IroGGori
3308,45,36,NULL,4,4832,MASTER,98,첼린저460포인트
3309,276,882,NULL,3,4803,MASTER,865,나쁜말하면차단
3310,227,722,NULL,3,4835,MASTER,806,문호스트레이독스
3311,138,655,NULL,3,4589,MASTER,666,끌리지마라1
3312,113,564,NULL,3,4302,MASTER,642,babylce
3313,265,358,NULL,3,4815,MASTER,381,바보똥
3314,85,194,NULL,3,9,MASTER,226,애기정글둘리
3315,70,109,NULL,3,4815,MASTER,175,asaasaaas
3316,346,538,NULL,2,4815,MASTER,541,lIIIIlIlllIlIlI
3317,257,448,NULL,2,4782,MASTER,538,흥에응우옌
3318,144,491,NULL,2,4834,MASTER,526,Wxxm
3319,162,304,NULL,2,1428,MASTER,392,헬스5년차
3320,219,283,NULL,2,4815,MASTER,326,커피먹고스케일링
3321,100,213,NULL,2,4777,MASTER,255,HyunJunLee
3322,58,156,NULL,2,4832,MASTER,223,cj17
3323,207,83,NULL,2,4690,MASTER,113,이야공
3324,498,1718,NULL,1,4568,MASTER,1737,태화센세
3325,221,1628,NULL,1,4690,MASTER,1682,ZeroNEI
3326,279,1640,NULL,1,4492,MASTER,1610,yunqicha
3327,369,1367,NULL,1,7,MASTER,1417,탑패왕우태화
3328,280,1207,NULL,1,3016,MASTER,1248,웨이모
